complexity,sql,question
Simple,"1.  SELECT ra, dec FROM gaiadr3.gaia_source WHERE parallax > 0.5",Which stars in the Gaia DR3 have a parallax measurement greater than 0.5 milliarcseconds?
Simple,2.  SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15.0,What are the G-band magnitudes of stars in the Gaia DR3 that are brighter than magnitude 15?
Simple,"3.  SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE pmra BETWEEN -0.5 AND 0.5",Which stars in the Gaia DR3 have a proper motion in right ascension between -0.5 and 0.5 milliarcseconds per year?
Simple,4.  SELECT pmdec FROM gaiadr3.gaia_source WHERE pmdec > 1.0,What are the declination proper motions of stars in the Gaia DR3 with a declination proper motion greater than 1.0 milliarcseconds per year?
Simple,"5.  SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 270 AND 300",Which stars in the Gaia DR3 have a right ascension between 270 and 300 degrees and what are their G-band magnitudes?
Simple,"1.  SELECT ra, dec FROM gaiadr3.gaia_source WHERE parallax > 0.5",Which stars in the Gaia DR3 have a parallax measurement greater than 0.5 milliarcseconds?
Simple,2.  SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15.0,What are the G-band magnitudes of stars in the Gaia DR3 that are brighter than magnitude 15?
Simple,"3.  SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE pmra BETWEEN -0.5 AND 0.5",Which stars in the Gaia DR3 have a proper motion in right ascension between -0.5 and 0.5 milliarcseconds per year?
Simple,4.  SELECT pmdec FROM gaiadr3.gaia_source WHERE pmdec > 1.0,What are the declination proper motions of stars in the Gaia DR3 with a declination proper motion greater than 1.0 milliarcseconds per year?
Simple,"5.  SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 270 AND 300",
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15.0",Which stars in the Gaia DR3 have a parallax greater than 0.1 milliarcseconds and a G magnitude less than 15?
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -100 AND 100 AND pmdec BETWEEN -100 AND 100","List the stars in the Gaia DR3 with proper motion components (pmra, pmdec) within the range of -100 to 100 milliarcseconds per year."
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 35 AND 45 AND dec BETWEEN -30 AND -20","Identify the stars in the Gaia DR3 within the celestial coordinates (RA: 35 to 45 degrees, Dec: -30 to -20 degrees)."
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10 AND parallax IS NOT NULL","Retrieve the coordinates (RA, Dec) and parallax for stars in the Gaia DR3 with a G magnitude less than 10 and non-null parallax values."
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE pmra > 200 OR pmdec > 200",Find the stars in the Gaia DR3 with either proper motion in the RA direction (pmra) or Dec direction (pmdec) greater than 200 milliarcseconds per year.
Medium,,"Retrieve the coordinates (RA, Dec), parallax, photometric G magnitude, proper motion components (pmra, pmdec), and epoch1ra, epoch1dec for stars in the Gaia DR3 with a parallax greater than 0.1 milliarcseconds and a G magnitude less than 15, joining with the Gaia DR2 source table to get the epoch1 coordinates."
Medium,,"List the stars in the Gaia DR3 with a parallax greater than 0.1 milliarcseconds and a G magnitude less than 15, along with their epoch1 coordinates, and proper motion components (pmra, pmdec) within the range of -100 to 100 milliarcseconds per year, joining with the Gaia DR2 source table to get the epoch1 coordinates."
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 100 AND pmdec > 100 AND phot_g_mean_mag < 10",Which stars in the Gaia DR3 catalog have both proper motions greater than 100 mas/yr and a G magnitude less than 10?
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE (ra BETWEEN 180 AND 240) AND (dec BETWEEN -30 AND 0) AND (parallax > 0.05)",What are the positions and photometric and proper motion data for stars in the Gaia DR3 catalog located in the region of right ascension between 180 and 240 degrees and declination between -30 and 0 degrees with a parallax greater than 0.05 mas?
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE (ra BETWEEN 0 AND 60) AND (dec BETWEEN -60 AND 60) AND (phot_g_mean_mag - 5 * log10(parallax) - 5) < 12","Which stars in the Gaia DR3 catalog have a parallax magnitude (G - 5*log10(parallax) - 5) less than 12, and"
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 180",Select the right ascension (RA) and declination (Dec) for stars with RA between 0 and 180 degrees.
Simple,"SELECT parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15",Select the parallax and G-band magnitude for stars with G-band magnitude less than 15.
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmra > 10,Count the number of stars with proper motion in Right Ascension (PMRA) greater than 10 milliarcseconds per year.
Simple,"SELECT ra, dec, pmdec FROM gaiadr3.gaia_source WHERE dec BETWEEN -30 AND -20",Select the right ascension (RA) and declination (Dec) and proper motion in Declination (PMDEC) for stars with Dec between -30 and -20 degrees.
Simple,SELECT parallax FROM gaiadr3.gaia_source WHERE parallax > 1,Select the parallax for stars with parallax greater than 1 milliarcsecond.
Medium,"1.  SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15.0","List the coordinates, parallax, and G-band magnitude of stars with a parallax greater than 0.1 milliarcseconds and a G-band magnitude less than 15.0."
Medium,"2.  SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -50 AND 50 AND pmdec BETWEEN -50 AND 50",Identify the stars with proper motion components (pmra and pmdec) within the range of -50 to 50 milliarcseconds per year.
Medium,"3.  SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 180 AND dec BETWEEN -10 AND 10",List the coordinates and G-band magnitude of stars located between Right Ascension 0 to 180 and Declination -10 to 10.
Medium,"4.  SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax < 0.01 AND phot_g_mean_mag > 18.0","Find the coordinates, parallax, and G-band magnitude of stars with a parallax less than 0.01 milliarcseconds and a G-band magnitude greater than 18.0."
Medium,"5.  SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra > 120 AND dec > 0",Retrieve the coordinates and proper motions of stars located in the celestial coordinates where Right Ascension is greater than 120 degrees and Declination is greater than 0 degrees.
Medium,"1.  SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15.0","List the coordinates, parallax, and G-band magnitude of stars with a par"
Complex,"SELECT ra, dec, phot_g_mean_mag, parallax, pmra, pmdec FROM gaiadr3.gaia_source WHERE parallax > 1 AND phot_g_mean_mag BETWEEN 5 AND 10",Find stars with a parallax greater than 1 milliarcsecond and a G magnitude between 5 and 10.
Complex,SELECT COUNT(DISTINCT source_id) FROM gaiadr3.gaia_source WHERE ra BETWEEN 30 AND 50 AND dec BETWEEN -20 AND 20,Count the number of unique stars within the region defined by right ascension between 30 and 50 degrees and declination between -20 and 20 degrees.
Complex,"SELECT ra, dec, phot_g_mean_mag, parallax FROM gaiadr3.gaia_source WHERE pmra > 100 AND pmdec < -50 AND phot_g_mean_mag < 15","Retrieve the coordinates, G magnitude, and parallax for stars with proper motions (pmra and pmdec) that meet the criteria of pmra greater than 100 mas/yr and pmdec less than -50 mas/yr, and a G magnitude less than 15."
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 360 AND dec BETWEEN -90 AND 90 AND parallax IS NOT NULL ORDER BY phot_g_mean_mag ASC LIMIT 1000","List the coordinates, parallax, and G magnitude of the 1000 brightest stars (in terms of G magnitude) in the sky, excluding stars with no parallax measurement."
Complex,"SELECT AVG(parallax), AVG(phot_g_mean_mag) FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 360 AND dec BETWEEN -90 AND 90 AND parallax > 0.1",Calculate the average parallax and average G magnitude for stars with a parallax greater than 0.1 milliarcseconds across the entire sky.
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 1",What are the declinations and right ascensions for stars with right ascensions between 0 and 1?
Simple,"SELECT parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1",What is the parallax and G magnitude for stars with a parallax greater than 1?
Simple,"SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -1 AND 1 AND pmdec BETWEEN -1 AND 1",What are the proper motions in right ascension and declination for stars with proper motions between -1 and 1?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15,How many stars have a G magnitude less than 15?
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE dec BETWEEN -1 AND 1",What are the right ascensions and declinations for stars with declinations between -1 and 1?
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1.0",What are the coordinates and apparent magnitudes of stars with parallax measurements greater than 1.0 milliarcseconds?
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 50.0 AND pmdec > 50.0",Identify the stars with proper motion in both right ascension and declination greater than 50 milliarcseconds per year.
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 10.0 AND 12.0",List the coordinates and G-band magnitudes of stars with G-band magnitudes between 10.0 and 12.0.
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE ra BETWEEN 30.0 AND 40.0 AND dec BETWEEN -20.0 AND -10.0",Retrieve the coordinates and parallaxes of stars located in the sky region between 30.0 and 40.0 degrees in right ascension and between -20.0 and -10.0 degrees in declination.
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 0.0 AND 1.0 AND dec BETWEEN 0.0 AND 1.0 AND phot_g_mean_mag < 15.0","Provide the coordinates and G-band magnitudes of stars located in the sky region between 0.0 and 1.0 degrees in both right ascension and declination, with G-band magnitudes less than 15.0."
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 2.0 AND phot_g_mean_mag < 10.0",What are the coordinates and apparent magnitudes of stars with parallax measurements greater than 2.0 milliarcseconds and G-band magnitudes less than 10.0?
Medium,"SELECT ra, dec, parallax, pmra, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1.5 AND pmra > 50.0 AND phot_g_mean_mag BETWEEN 10.0 AND 12.0","Identify stars with parallax measurements greater than 1.5 milliarcseconds, proper motion in right ascension greater than 50 milliarcseconds per year, and G-band magnitudes between 10.0 and 12.0."
Medium,"( SELECT ra, dec, parallax, pmra, pmdec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1.5 AND pmra > 50.0 AND pmdec > 50.0 AND phot_g_mean_mag BETWEEN 10.0 AND 12.0","Identify stars with parallax measurements greater than 1.5 milliarcseconds, proper motion in right ascension and declination both greater than 50 milliarcseconds per year, and G-band magnitudes between 10.0 and 12.0.)"
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 10 AND phot_g_mean_mag < 15","What are the right ascension, declination, parallax, and G-band magnitude for stars with a parallax greater than 10 mas and a G-band magnitude less than 15?"
Complex,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 1 AND 2 AND dec BETWEEN -1 AND 0 AND pmra > 50","What are the right ascension, declination, proper motions in right ascension, and proper motions in declination for stars located between 1 and 2 hours in right ascension and between -1 and 0 degrees in declination, with a proper motion in right ascension greater than 50 mas/yr?"
Complex,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE (ra BETWEEN 0 AND 1 AND dec BETWEEN 0 AND 1) OR (ra BETWEEN 359 AND 360 AND dec BETWEEN -1 AND 0) ORDER BY phot_g_mean_mag ASC LIMIT 10","What are the right ascension, declination, and G-band magnitude for the 10 stars with the faintest G-band magnitude located either between 0 and 1 hour in right ascension and between 0 and 1 degree in declination, or between 359 and 360 hours in right ascension and between -1 and 0 degrees in declination?"
Complex,"SELECT COUNT(DISTINCT ra) AS num_stars, COUNT(DISTINCT dec) AS num_dec FROM gaiadr3.gaia_source WHERE parallax BETWEEN 5 AND 10 AND phot_g_mean_mag BETWEEN 10 AND 15",How many unique right ascensions and declinations are there for stars with a parallax between 5 and 10 mas and a G-band magnitude between 10 and 15?
Complex,"SELECT ra, dec, parallax, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 200 AND 210 AND dec BETWEEN -1 AND 1 AND parallax > 15 AND pmra > 100 AND pmdec > 100","What are the right ascension, declination, parallax, and proper motions in right ascension and declination for stars located between 200 and 210 hours in right ascension and between -1 and 1 degree in declination, with a parallax greater than 15 mas and proper motions in both right ascension and declination greater than 100 mas/yr?"
Complex,"1. SELECT source_id, ra, dec, parallax, phot_g_mean_mag, drake_target FROM gaiadr3.gaia_source WHERE parallax > 10 AND phot_g_mean_mag < 15","What are the source IDs, right ascension, declination, parallax, G-band magnitude, and Drake target flag for stars with a parallax greater than 10 mas and a G-band magnitude less than 15?"
Complex,"2. SELECT source_id, ra, dec, pmra, pmdec, drake_target FROM gaiadr3.gaia_source WHERE ra BETWEEN 1 AND 2 AND dec BETWEEN -1 AND 0 AND pmra > 50","What are the source IDs, right ascension, declination, proper motions in right ascension, proper motions in declination, and Drake target flag for stars located between 1 and 2 hours in right ascension and between -1 and 0 degrees in declination, with a proper motion in right ascension greater than 50 mas/yr?"
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 1",What are the declinations and right ascensions of stars in the first degree of the celestial sphere?
Simple,SELECT parallax FROM gaiadr3.gaia_source WHERE parallax > 10,What is the parallax measurement of stars with a parallax greater than 10 milliarcseconds?
Simple,SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10,What is the G magnitude of stars with a brightness greater than 10th magnitude?
Simple,"SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 1",What are the proper motions in right ascension and declination for stars in the first degree of the celestial sphere?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE dec > 0,How many stars are located in the northern hemisphere (declination greater than 0)?
Simple,WHERE g.ra BETWEEN 0 AND 1,"What are the right ascension, declination, and telescope information for stars in the first degree of the celestial sphere, and which telescope was used to observe them?"
Simple,WHERE g.parallax > 10,"What is the parallax measurement of stars with a parallax greater than 10 milliarcseconds, and which telescope was used to observe them?"
Simple,WHERE g.phot_g_mean_mag < 10,"What is the G magnitude of stars with a brightness greater than 10th magnitude, and which telescope was used to observe them?"
Simple,WHERE g.ra BETWEEN 0 AND 1,"What are the proper motions in right ascension and declination for stars in the first degree of the celestial sphere, and which telescope was used to observe them?"
Simple,WHERE g.dec > 0,"How many stars are located in the northern hemisphere (declination greater than 0), and which telescope was used to observe them?"
Simple,WHERE g.ra BETWEEN 0 AND 1 AND t.telescope_type = 'TESS',"What are the right ascension, declination, and telescope information for stars in the first degree of the celestial sphere, and which TESS telescope was used to observe them?"
Simple,WHERE g.parallax > 10 AND t.telescope_type = 'TESS',"What is the parallax measurement of stars with a parallax greater than 10 milliarcseconds, and which TESS telescope was used to observe them?"
